All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name,num_embed_tags,num_external_form_actions,num_object_tags
0,1,0,0,1,1,0,0,0,0,1,131,0.413907946891528,35.93819542019519,0.07606032146982307,5.681819310310583,3.178300552600156,325,12,22,0,0,2,0.07701283547257877,0.0061709641894201195,0.0002278509854555121,3.797516424258535e-05,0.00041772680666843885,0.0,0.0,67,0,0,7,2,1,0,0,0,0,0,2,8,2,0,0,__MSG_appName__,,,
0,0,0,0,0,1,0,0,0,0,1,72,0.25761116385242766,98.56731902529945,0.0413204700496998,15.884616621225371,2.668412894232573,130,13,63,0,0,5,0.057214234271310255,0.0017816517282021763,0.00017816517282021765,6.852506646931448e-05,0.0008634158375133623,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
0,0,0,0,0,0,0,0,0,0,0,5,0.45874178183657693,43.83386137083688,0.09735200411586824,3.818818948734588,3.046805986734085,169,20,35,0,0,0,0.056240536448193816,0.006529634495015841,0.0007727378100610462,0.0,0.001352291167606831,0.0,0.0,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,High-Custom New Tab,,,
0,0,0,0,0,1,0,0,0,0,0,13,0.3625582517416682,36.242454122158314,0.04628218555827528,5.584548921786599,2.439933474316479,63,44,33,0,0,0,0.029842922473473962,0.003451109285127362,0.0024102985483429196,0.0,0.0018077239112571897,0.0,0.0,23,0,0,9,0,5,33,0,8,0,0,0,0,0,0,33,__MSG_extension_name__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dark Legends,,,
0,0,1,1,0,1,1,0,0,0,1,102,0.3271500602200584,54.53338515603492,0.060149485723617634,5.309623755387528,3.092436475569164,315,102,162,0,0,7,0.041766039592312544,0.00510129718699898,0.001651848612933003,0.00011336215971108843,0.0026235242675994755,0.0,0.0,58,1,1,0,1,0,2,0,0,0,0,0,0,0,0,2,Free Email Tracker by Saleshandy,,,
0,1,0,0,0,1,0,1,0,0,0,290,0.5103803489757284,25.307777353716002,0.07254887827567438,3.6907879200289684,2.5283739743436504,365,53,188,0,0,21,0.03463396757146331,0.0003991527027012249,5.795915957031485e-05,2.2964950018426637e-05,0.00020559098111734323,0.0,0.0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_extensionName__,,,
0,0,0,0,0,0,0,0,0,0,0,5,0.28308556326395773,19.99653259361997,0.10356788899900891,6.110230547550432,3.3899747979056514,85,8,12,0,0,1,0.06412103746397695,0.05894590846047157,0.005547850208044383,0.0006934812760055479,0.008321775312066574,0.0,0.0,0,0,0,8,0,1,8,0,0,0,0,0,0,0,0,8,Ekoru Search,,,
0,1,0,0,0,0,0,0,0,0,0,0,0.21232876712328766,15.636363636363637,0.08904109589041095,5.464285714285714,3.338967389056566,2,0,0,0,0,0,0.023809523809523808,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google UDM=14,,,
0,0,0,0,1,1,1,0,0,0,0,274,0.41504113243278873,40.23031738382336,0.08027168142756363,4.444701213326098,2.9044487474503713,6070,117,497,0,0,6,0.03495685496338664,0.005214279394318927,0.00010050587959395625,5.154147671484936e-06,0.00042693523212133553,0.0,0.0,52,10,0,0,0,0,20,0,0,0,0,0,0,0,0,20,Dropbox Dash,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lenses,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,River Pond,,,
0,0,0,0,0,1,0,0,0,0,0,172,0.4610371076320507,45.52495360385213,0.09479791313872528,3.6840382561864526,2.8659752979259876,301,19,177,0,0,1,0.06883379502814017,0.003774389326378091,0.0002382504890404775,1.2539499423183027e-05,0.0022194913979033956,0.0,0.0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_name__,,,
0,0,0,0,1,1,1,0,0,0,1,71,0.4235058103453298,40.86361774616945,0.11066350294636462,3.51814456072037,2.9198233461162872,1984,56,39,0,0,8,0.06085957653930397,0.018468527172192953,0.000521289073408672,7.446986762981029e-05,0.00036304060469532514,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Clay for Chrome,,,
0,1,0,0,0,1,0,0,0,0,0,350,0.48145509922136154,44.28661416500059,0.09471112311793792,3.748427233049289,2.603237423460897,3714,252,452,0,0,44,0.04394594637803962,0.0064680845135178435,0.0004388684161029878,7.662781868464866e-05,0.0007871766828513908,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_extensionName__,,,
0,0,0,0,1,1,0,0,0,0,0,51,0.42815289068901563,42.34810568226908,0.06461833511564398,6.013519724090526,3.0913358133910225,261,82,32,0,0,1,0.0711673800189428,0.0035710865133334246,0.0011219505520817655,1.368232380587519e-05,0.0004378343617880061,0.0,0.0,330,0,0,0,0,2,10,0,0,0,0,0,0,0,0,10,MuteTab,,,
0,0,0,0,0,1,0,0,0,0,0,31,0.5852742915733731,63.219723631488336,0.07620588984685374,3.950094796981766,2.5057083283877613,94,12,43,0,0,0,0.06341854458003028,0.0014321190791779027,0.00018282371223547693,0.0,0.0006551183021771257,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,
1,1,0,0,0,1,0,0,0,0,0,26,0.470247506000079,41.800782472613456,0.09996255892216498,3.5621890547263684,2.880385383430864,124,6,24,0,0,1,0.06736796244764877,0.0038810641627543036,0.00018779342723004695,3.129890453834116e-05,0.0007511737089201878,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,0,1,0,0,0,0,0,0,0,0,0,0.21428571428571427,27.04,0.10523809523809524,6.363207547169812,3.312234456172331,0,2,0,0,0,0,0.02358490566037736,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Pixel Helper for LinkedIn,,,
0,0,0,0,0,1,0,0,0,0,0,11,0.382574489454302,46.05825402034788,0.11071936725811851,3.916812609457093,3.3108762404735095,76,18,12,0,0,0,0.06273455091318489,0.012471283229405973,0.002953724975385625,0.0,0.001969149983590417,0.0,0.0,18,0,1,2,0,0,4,0,0,0,2,0,0,0,0,4,Tab to Window/Popup - Keyboard Shortcut,,,
0,0,0,0,0,0,0,0,0,0,0,2,0.26408211740753307,30.778975741239893,0.09009161859518154,7.648846960167715,3.8715383478493126,9,0,1,0,0,2,0.12159329140461216,0.02425876010781671,0.0,0.005390835579514825,0.0026954177897574125,0.0,0.0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,Reduza: Testador de cupons para suas compras,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulk Resize Photos,,,
0,0,0,0,0,1,0,0,0,0,0,0,0.23156119125174499,29.541740674955594,0.07963006049325268,7.747725392886683,3.712909518482507,1,0,8,0,0,0,0.02481389578163772,0.0017761989342806395,0.0,0.0,0.014209591474245116,0.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Text Mode,,,
0,1,0,0,0,1,0,0,0,0,0,61,0.5618059164637983,42.19358207538213,0.07682713461215335,3.7027612423685543,2.6504732850658312,1587,19,83,0,0,0,0.03358568761412363,0.016741036108737617,0.00020042828359547244,0.0,0.0008755551336012743,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
0,0,0,0,1,1,1,1,0,0,0,71,0.5236679642466585,63.27446792162889,0.07297895261816768,3.7294422367491262,2.677298105631495,443,198,77,0,0,1,0.046039179650870676,0.0068075297733384554,0.0030426431041106414,1.5366884364195158e-05,0.0011832500960430273,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,1,0,0,1,1,0,0,0,0,0,34,0.32961233112978183,44.598495690085535,0.15487923530412148,3.309135833902346,2.549705425432692,159,19,11,0,0,2,0.036357008112768645,0.00529170965487403,0.0006323426631610477,6.656238559589975e-05,0.00036609312077744865,0.0,0.0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,Talkdesk Click-to-Call Extension,,,
0,0,0,0,1,1,0,1,0,0,0,52,0.4122943453118522,55.222901108848156,0.0851667576119475,5.316912286284415,2.7837733450637887,73,12,51,0,0,2,0.061003825169215674,0.0023599392234830117,0.0003879352148191252,6.465586913652086e-05,0.0016487246629812821,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_name__,,,
0,0,0,0,0,1,0,0,0,0,0,30,0.2825632286300786,33.17902051621443,0.0866319377202835,7.1582166803905425,3.5926911045441177,154,3,23,0,0,0,0.02952593812492648,0.050959629384513566,0.0009927200529450694,0.0,0.007610853739245533,0.0,0.0,6,0,0,8,0,0,2,0,0,0,1,0,0,0,0,2,stopRU,,,
0,1,0,0,0,1,0,0,0,0,0,13,0.41828069020600944,38.283537840731285,0.08078538081452023,5.607513729405891,3.0150356390567286,43,5,35,0,0,1,0.049251123315027456,0.0035411348101787037,0.00041175986164868647,8.23519723297373e-05,0.0028823190315408055,0.0,0.0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,
0,0,0,0,1,1,0,0,0,0,0,98,0.44636411517974356,48.66112343630567,0.09132029941057157,3.9082461238193034,2.952172942782011,176,6,75,0,0,0,0.08234835740243095,0.0032811946531441675,0.0001118589086299148,0.0,0.001398236357873935,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_name__,,,
1,1,1,0,0,1,0,0,0,0,0,18,0.3209992193598751,47.13359774553805,0.0709515135744644,6.902183502426114,3.1972673604981154,222,31,50,0,0,3,0.05012130569033966,0.023170858991754514,0.003235570399749504,0.00031311971610479075,0.0052186619350798455,0.0,0.0,0,2,0,6,2,0,11,0,0,0,0,0,0,0,0,11,__MSG_extName__,,,
0,0,0,0,1,1,0,0,0,0,0,79,0.5860482398165593,53.23786617231074,0.08073678013456327,3.572402421706744,2.643276213090792,507,11,45,0,0,2,0.04425026239998838,0.008102536237674396,0.00017579467182331037,3.196266760423825e-05,0.0007191600210953606,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,Bluedot: AI notetaker & Meeting Recorder,,,
0,1,0,0,0,1,0,0,0,0,0,98,0.4197488881000569,49.93281016840759,0.09000131055393532,4.081525885558583,2.9212807076514884,1260,83,175,0,0,3,0.04141174451286232,0.005595821786399488,0.00036861365735806154,1.3323385205713067e-05,0.0007771974703332622,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_appName__,,,
0,0,0,0,1,1,1,0,0,0,0,5252,0.41598675834900894,40.61155589014207,0.09001903791721245,3.860357788626099,2.6349763871971654,12159,4203,9090,0,0,150,0.053580544180767714,0.0026348688123977305,0.0009107947708288232,3.250516669624637e-05,0.00196981310179253,0.0,0.0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_extensionName__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,World is Your Oyster,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seekly: Your Private Search Helper,,,
0,0,0,0,1,1,0,0,0,0,0,5,0.1104334813353067,252.54419613075385,0.039924354546949516,28.907610639248993,2.6028350099963884,426,4,14,0,0,0,0.035113991953509165,0.03552368245496998,0.000333555703802535,0.0,0.0011674449633088727,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Sniply Browser Extension,,,
0,1,0,0,1,0,1,0,0,0,1,196,0.5285400063139742,56.84298634230739,0.0842857545557191,3.976459948538051,2.5406255987473316,483,33,83,0,0,14,0.06934413388529291,0.0025323092248407475,0.00017301491598290824,7.340026738668833e-05,0.00043515872807822374,0.0,0.0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,Octopus - All-in-One LinkedIn Automation,,,
0,0,0,0,0,0,0,0,0,0,0,9,0.5036286836245979,43.55810959911732,0.10310950432408675,3.474724236386418,2.8495420418740665,55,4,10,0,0,1,0.04744982848222172,0.00505700625229864,0.0003677822728944465,9.194556822361162e-05,0.0009194556822361162,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,Online Tools by 10015.io,,,
0,0,0,0,1,1,0,0,0,0,0,23,0.47010171405057216,58.778905664840146,0.08405125797278833,4.634143572393592,2.915714235710781,846,24,56,0,0,0,0.038873309794393796,0.01667520794733315,0.00047305554460519574,0.0,0.0011037962707454566,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_name__,,,
0,1,0,0,1,1,0,0,0,0,0,84,0.5333029209728091,25.89747952708932,0.0939212664311809,3.372958850424559,2.448953570177311,384,46,104,0,0,0,0.053751007702673284,0.0026031780465318077,0.0003118390368241228,0.0,0.0007050273876023646,0.0,0.0,87,16,2,17,0,0,11,0,0,0,1,0,0,0,0,11,__MSG_extName__,,,
0,0,0,0,0,0,0,0,0,0,1,481,0.43691384956364593,66.34419484151739,0.07095605854487484,3.642610030613335,2.873416072441555,1958,387,659,0,0,14,0.04503314046539762,0.002922204876709221,0.000577575734058462,2.089421260159811e-05,0.000983520436032368,0.0,0.0,10,2,0,2,0,0,17,0,0,0,0,0,0,0,0,17,__MSG_extName__,,,
0,0,0,0,0,1,0,0,0,0,0,0,0.2704271123491179,12.855305466237942,0.11211699164345404,6.397932816537468,3.952668699954297,20,0,8,0,0,0,0.1731266149870801,0.06430868167202572,0.0,0.0,0.02572347266881029,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,aB Fish,,,
0,0,0,0,0,1,0,0,0,0,0,3,0.3552948488850905,21.94830659536542,0.0992929842281097,6.387221684414327,3.6696830798466946,16,5,4,0,0,0,0.09874152952565343,0.0285204991087344,0.008912655971479501,0.0,0.0071301247771836,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,I'm a Gentleman,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crossbone Skull,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,God Of War,,,
0,0,0,0,0,0,0,0,0,0,1,0,0.39756816507000736,18.62168674698795,0.0816752640628838,5.803545051698671,3.2496298962836065,9,0,1,0,0,0,0.033973412112259974,0.021686746987951807,0.0,0.0,0.0024096385542168677,0.0,0.0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,0,1,iLovePDF 2 - Chrome Extension,,,
0,0,0,0,1,0,0,0,0,0,0,58,0.4387841306282486,37.18558192507772,0.10369052532470045,4.068810587746929,3.291115810553072,153,14,25,0,0,0,0.04192611041926111,0.004709576138147566,0.00043094160741219563,0.0,0.0007695385846646351,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Tandem Health,,,
0,0,0,0,1,1,1,0,0,0,0,40,0.45429584665380024,19.153399951872537,0.09231641322429351,3.762020832707952,3.024970128054538,288,33,70,0,0,0,0.053654729384924806,0.0036475549982902086,0.00041794901022075304,0.0,0.0008865585065288701,0.0,0.0,13,0,0,13,0,0,10,0,0,0,0,0,0,0,0,10,Price History - Price Tracker & Alerts,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oTranscribe,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,
0,1,0,0,0,1,0,0,0,0,0,65,0.053028179493493414,389.25336383352936,0.04668411474100537,29.10326340553372,2.8524098280321124,1635,48,85,0,0,6,0.047860683918849165,0.017641917627890417,0.0005179278569655901,6.474098212069877e-05,0.0009171639133765659,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,,,
0,0,0,0,0,1,0,0,0,0,0,13,0.5232624464441522,38.15040277352911,0.09007279688497051,3.6938225598394725,3.245910331859332,55,2,31,0,0,0,0.09213128851942096,0.005608239012949934,0.00020393596410727031,0.0,0.00316100744366269,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Save my Chatbot - AI Conversation Exporter,,,
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Learn German - Wie Geht's,,,
0,0,0,0,0,1,0,0,0,0,0,30,0.4541642708106031,47.728721575561124,0.054517841211479214,6.746244308514237,3.184440387350765,173,8,44,0,0,3,0.057748063579252294,0.0014161059541934744,6.548466840201037e-05,2.4556750650753894e-05,0.0003601656762110571,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_AppName__,,,
0,0,0,0,1,1,1,1,0,0,1,377,0.4595067305787392,45.85362715894829,0.07887961826229671,4.605189449846209,2.5550503338015975,3002,338,623,0,0,17,0.04732096247807684,0.00944259737481953,0.001063157199430047,5.347240352162959e-05,0.001959606317292661,0.0,0.0,11,5,0,5,0,0,27,0,0,0,0,0,0,0,3,26,"TwinMind - Chat with Tabs, Meeting Notes, Ask Anything",,,
1,1,0,0,1,0,0,1,0,0,0,38,0.5456526766968333,43.812501682504646,0.08313964839350131,3.6177089156883104,2.6257173832116685,72,10,61,0,0,0,0.06064478343050342,0.0019382453495571648,0.00026920074299405065,0.0,0.001642124532263709,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Gener8,,,
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Покер,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_ext_name__,,,
0,0,1,1,1,0,0,0,0,0,0,845,0.4204481480037752,40.71563163678113,0.11220520852897506,3.5641529933516596,3.255887442604831,4230,808,472,0,0,2,0.05956597426665509,0.010421748192824515,0.001990726368747567,4.927540516701899e-06,0.0011628995619416482,0.0,0.0,9017,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,"Web Boost - Wait Less, Browse Faster!",,,
