All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name,num_external_form_actions,num_object_tags,num_embed_tags
0,0,0,0,0,0,0,0,0,0,1,23,0.5238079900860112,51.85440985732814,0.0856860652016539,3.64396077324679,2.79794040960456,160,23,36,0,0,4,0.0437597008607309,0.0129701686121919,0.0018644617380025,0.0003242542153047,0.0029182879377431,0.0,0.0,0,0,0,2,1,0,3,0,0,0,2,0,0,1,0,2,Slope Unblocked for Chrome - Online [2022],,,
0,0,0,0,0,1,0,0,0,0,0,17,0.5290122122803307,43.3903969792836,0.0907345760186862,3.631702489405436,2.772791708071068,72,3,47,0,0,0,0.0514502499555916,0.0036738442698234,0.0001530768445759,0.0,0.0023982038983569,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Media Pro Player,,,
0,0,0,0,0,1,0,1,1,0,0,27,0.3686564828147499,40.56081696370496,0.1144399924873223,4.189285609848817,3.204474011392441,101,11,9,0,0,2,0.0678714507120507,0.0131390659555093,0.001430987381293,0.0002601795238714,0.0011708078574216,0.0,0.0,24,0,9,1,0,0,14,0,0,0,1,0,0,0,0,14,Mirror's Edge Catalyst Wallpapers New Tab,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.1568627450980392,31.31578947368421,0.0964052287581699,6.53968253968254,3.506598262174097,1,0,0,0,0,0,0.0317460317460317,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_name__,,,
0,0,0,0,0,1,0,0,0,0,0,26,0.5603257869447834,44.30363036303631,0.0791915489826537,3.677673568911616,2.595860395324389,123,9,38,0,0,0,0.0292370840881469,0.0034994878798224,0.0002560600887674,0.0,0.0010811425970183,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Getting Files,,,
0,0,0,0,0,0,0,0,0,0,1,8,0.455195507034248,35.314368215603444,0.0730960998724794,5.417997737339649,2.5264489573566564,81,15,6,0,0,0,0.072807808095722,0.0043313191807924,0.0008020961445911,0.0,0.0003208384578364,0.0,0.0,13,0,0,3,0,0,7,0,0,0,0,0,0,0,0,7,__MSG_app_name__,,,
0,0,0,0,0,1,0,0,0,0,0,0,0.2271634615384615,23.529411764705884,0.110576923076923,6.160493827160494,3.2846812112354726,1,0,0,0,0,0,0.0493827160493827,0.0294117647058823,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_name__,,,
0,0,1,1,0,0,0,0,0,0,0,23,0.3947718378129001,64.803662016487,0.0852143579019895,5.012122344899403,2.450598900669979,211,34,156,0,1,1,0.0456790782745684,0.008362396956246,0.0013474952441344,3.963221306277743e-05,0.0061826252377932,3.963221306277743e-05,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_name__,,,
0,0,0,0,1,1,0,0,0,0,0,5,0.3376089732911322,48.35943617854346,0.0968166710295645,5.5383563984281565,3.537909589365384,87,3,4,0,0,0,0.0672731932342388,0.0170321064996084,0.0005873140172278,0.0,0.0007830853563038,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,start dark,,,
0,0,1,1,1,1,0,0,0,0,1,1,0.3178628028073353,40.67924528301887,0.1328956305184514,4.371900826446281,3.665370754528253,0,0,0,0,0,1,0.0371900826446281,0.0,0.0,0.0094339622641509,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quick Superweb,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Facetune2 [2021] - Selfie Editor,,,
0,0,0,0,0,0,0,0,0,0,0,10,0.2894624230348854,79.67905442550853,0.1422427068825006,4.085191873589165,2.684379409370409,82,34,10,0,0,0,0.0434875846501128,0.0090159428257284,0.0037383177570093,0.0,0.0010995052226498,0.0,0.0,7,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,Enjin: NFT & ERC-20 Wallet,,,
0,1,0,0,0,1,0,0,0,0,0,0,0.4642008195830816,43.57501210653753,0.1120842875580682,3.77493933674845,2.486987408041584,84,7,8,0,0,0,0.0607980587759503,0.0081355932203389,0.0006779661016949,0.0,0.000774818401937,0.0,0.0,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,0,1,1,0,1,0,1,1,0,0,28,0.3721476879498463,40.23000490677134,0.1107957165852889,4.241646118527336,3.03392942015316,108,13,13,0,0,3,0.0678513731825525,0.0132482826300294,0.0015947006869479,0.0003680078508341,0.0015947006869479,0.0,0.0,25,0,15,2,0,0,15,0,0,0,1,0,0,0,0,15,Super Mario Maker 2 Wallpaper,,,
0,0,0,0,0,0,0,0,0,0,0,18,0.3707150389776886,52.74091565729525,0.1153388060627365,3.846589145224094,3.270874645044318,251,21,64,0,0,2,0.088919045971812,0.0139459939993332,0.0011667963107011,0.000111123458162,0.0035559506611845,0.0,0.0,0,0,0,1,1,0,7,0,0,0,0,0,0,0,0,7,Speed Racer,,,
0,0,0,0,0,1,0,1,0,0,0,7,0.1559397657557166,57.05035971223022,0.0517940137572039,6.893908560575227,2.763375239913729,2,4,2,0,0,0,0.0126170126170126,0.0014388489208633,0.0028776978417266,0.0,0.0014388489208633,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,
0,1,1,0,1,1,0,1,0,0,1,110,0.4933587221534045,38.38876922257773,0.0928047395741166,3.6151189394176826,2.888029260490013,157,55,105,0,0,5,0.043028802457141,0.0007599483041535,0.0002662239282066,2.42021752915152e-05,0.0005082456811218,0.0,0.0,18,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,Facebook™ Ad Finder 3.0,,,
0,0,1,1,1,0,0,0,0,0,0,23,0.5479479298754385,41.30248515767177,0.0908533119313028,3.8002846536713664,2.6952083044239807,282,13,30,0,2,2,0.0543172473490586,0.0084131388167904,0.0003878397326889,5.966765118291119e-05,0.0008950147677436,5.966765118291119e-05,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
0,0,0,0,0,0,0,0,0,0,1,54,0.6244197850218264,38.87899251688264,0.0520554248136279,3.585931584829924,2.332814745825033,154,14,35,0,0,1,0.0609719456941067,0.0018738212569203,0.0001703473869927,1.2167670499482874e-05,0.0004258684674819,0.0,0.0,92,0,0,1,0,0,3,0,0,0,1,0,0,0,0,3,__MSG_game__,,,
0,0,0,0,1,0,0,0,0,0,0,10,0.4418853747136261,36.77602942679064,0.0814234979402719,5.2720946416144745,3.293828938082117,81,18,10,0,0,0,0.064496741949769,0.0082762848676816,0.0018391744150403,0.0,0.0010217635639113,0.0,0.0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Flash Video Downloader,,,
0,0,1,1,1,1,0,0,0,0,1,5,0.3385147153945666,46.48656429942418,0.1003597994825355,5.862794420306426,3.511334526197884,24,0,7,0,1,0,0.0932997941916304,0.0230326295585412,0.0,0.0,0.0067178502879078,0.0009596928982725,0.0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,PopUp-Block,,,
0,1,0,0,0,1,0,0,0,0,1,4,0.3403221363268539,92.3806270096463,0.0741206246448924,6.306903964405339,3.039874401027153,38,8,8,0,0,3,0.0380942858571214,0.0152733118971061,0.0032154340836012,0.0012057877813504,0.0032154340836012,0.0,0.0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,6,Drift Hunters,,,
0,0,0,0,0,1,0,1,0,0,1,12,0.375,43.66027784924106,0.0816963154135078,4.147580980066445,3.1966583000667823,8,7,1,0,0,1,0.0815770348837209,0.0010290712631849,0.0009004373552868,0.0001286339078981,0.0001286339078981,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,VideoDownloadAssistant,,,
0,0,1,1,1,1,0,0,0,0,0,8,0.3264261385653974,34.95821114369502,0.0834777997593359,6.720535254760679,2.869878417634657,17,1,4,0,2,0,0.0458054554812146,0.0124633431085043,0.000733137829912,0.0,0.002932551319648,0.001466275659824,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,
0,0,0,0,0,0,0,0,0,0,0,1,0.2065824272700558,31.428571428571427,0.1116661769027328,7.845070422535211,3.7025590769936936,4,0,3,0,0,0,0.0704225352112676,0.0380952380952381,0.0,0.0,0.0285714285714285,0.0,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,Blur NFT chrono⁤,,,
0,0,1,1,1,0,0,0,0,0,0,1,0.554198418274514,46.57404868015084,0.1016808085175376,3.333986797359472,2.9241303693460687,77,8,9,0,2,0,0.0604520904180836,0.0131984916009598,0.0013712718546451,0.0,0.0015426808364758,0.0003428179636612,0.0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
0,0,0,0,0,1,0,0,0,0,1,43,0.5646965730699525,44.7515048585433,0.0702170359270604,3.8020368887241953,2.251606642721709,69,10,59,0,0,2,0.0600547473612489,0.0014833605641069,0.0002149797918995,4.2995958379912286e-05,0.0012683807722074,0.0,0.0,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_extName__,,,
0,1,0,0,0,1,1,0,0,0,0,13,0.2885021992083767,28.976079186142425,0.0860236753152045,6.217871834266739,3.514231088215935,118,52,74,0,0,0,0.0297368290627942,0.0162221611218036,0.0071487489689304,0.0,0.0101732196865548,0.0,0.0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_extName__,,,
0,1,1,0,1,1,0,1,0,0,0,29,0.5373010147756684,53.91596000506265,0.0909887090938004,3.452482834112847,2.8479017797033253,86,7,28,0,2,2,0.0499800975221415,0.010884698139476,0.0008859638020503,0.0002531325148715,0.0035438552082014,0.0002531325148715,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_name__,,,
0,0,1,1,0,0,0,0,0,0,0,7,0.3092763504337463,45.690993788819874,0.0928189351736371,4.744210739205178,2.8983341772326625,57,28,25,0,0,0,0.0506117908787541,0.014751552795031,0.0072463768115942,0.0,0.0064699792960662,0.0,0.0,12,0,0,1,0,1,8,0,0,0,0,0,0,0,0,8,Puppy Wallpapers Puppy New Tab HD,,,
0,0,0,0,1,0,0,0,0,0,1,22,0.4585398703382424,40.96127531472359,0.1034554727958153,3.632635322007112,3.126023115642353,139,20,22,0,0,0,0.0643540102726195,0.0095101258894362,0.0013683634373289,0.0,0.0015051997810618,0.0,0.0,51,0,0,1,0,1,15,0,0,0,0,0,0,0,0,15,__MSG_appName__,1.0,,
0,0,1,1,1,1,0,1,1,0,0,37,0.6178645316777915,51.41326008824475,0.0823979934583352,3.14641592380022,2.6835227082535638,30,20,19,0,0,1,0.0531336074137393,0.0008766034538176,0.000584402302545,2.92201151272536e-05,0.0005551821874178,0.0,0.0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,Pnet: бесперебойный доступ к сайтам!,,,
0,0,0,0,0,0,0,0,0,0,0,3,0.2323861424678863,37.37313432835821,0.1136629038536395,5.907335907335908,3.6797381418095134,4,0,0,0,0,0,0.0656370656370656,0.0597014925373134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twitch Ad Blocker,,,
0,0,1,0,0,1,1,0,0,0,0,4,0.3742502142245072,31.42361111111111,0.094437303627535,5.819864559819413,3.489838664931292,18,1,16,0,0,0,0.0496613995485327,0.0208333333333333,0.0011574074074074,0.0,0.0185185185185185,0.0,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,__MSG_appName__,,,
0,0,0,0,0,0,0,0,0,0,0,9,0.2768251101618639,84.46492107241293,0.1441559241136477,4.182359472419137,2.679749620879278,80,27,10,0,0,0,0.0428750960846276,0.0100225507391631,0.0033826108744675,0.0,0.0012528188423953,0.0,0.0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,Uniswap Exchange: Swap tokens & Top Liquidity,,,
0,1,0,0,0,1,0,0,0,0,1,8,0.2673624409549343,28.28411214953271,0.0793757181156644,6.162508428860418,3.3477833927615936,24,3,17,0,0,0,0.0192178017532029,0.022429906542056,0.002803738317757,0.0,0.0158878504672897,0.0,0.0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,World Liberty Network - Dashboard,,,
0,1,0,0,0,1,1,1,0,0,1,75,0.5321113995628552,39.27280629692604,0.085444598487427,3.4620142996655314,2.68075818114675,100,13,48,0,0,1,0.0345524649971916,0.000955237567583,0.0001241808837857,9.55237567583058e-06,0.0004585140324398,0.0,0.0,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,Meta™ Business Suite,,,
0,0,0,0,0,0,0,0,0,0,1,10,0.3086744420378415,36.91604652108495,0.1061413777625957,5.127204272742014,3.705934727416949,34,2,107,0,0,3,0.1214528944381384,0.0006913098287991,4.066528404700907e-05,6.09979260705136e-05,0.0021755926965149,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,__MSG_appName__,,,
0,0,1,1,1,1,0,0,0,0,0,2,0.5959242351461282,43.54618226600985,0.0960227253092072,3.048618655905634,2.356798439853125,20,4,6,0,2,0,0.048191836101195,0.0030788177339901,0.000615763546798,0.0,0.000923645320197,0.000307881773399,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
1,1,0,0,0,1,0,0,0,0,0,1,0.4188238024777323,42.97550395509059,0.1276641425131285,3.3579905461128434,3.1410035418273083,80,9,7,0,0,0,0.0537564115458111,0.0204133707578463,0.0022965042102577,0.0,0.0017861699413115,0.0,0.0,20,1,0,0,1,1,4,0,0,0,0,0,0,0,0,4,TARGETFB - find your customer,,,
0,0,0,0,1,1,1,1,0,0,0,0,0.3066579206297146,30.45360824742268,0.1554608068219088,4.340361445783133,3.709165414908385,9,0,0,0,0,0,0.0813253012048192,0.0927835051546391,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Conector Socialjet,1.0,,
0,0,0,0,0,0,0,0,0,0,0,14,0.4919545239365499,43.83579273633852,0.0894552941441678,4.078103345872105,2.666924412996821,161,3,19,0,0,1,0.0479772982247739,0.0108483255845293,0.0002021427127552,6.738090425173506e-05,0.0012802371807829,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,Pancakeswap Wallet BEP20,,,
0,0,1,0,0,1,0,0,0,0,0,0,0.4195536022061358,48.492537313432834,0.0820837642192347,6.704331450094162,3.367617354201931,11,2,12,0,0,0,0.012554927809165,0.0234541577825159,0.0042643923240938,0.0,0.0255863539445629,0.0,0.0,18,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,Block ADS App,,,
0,0,0,0,0,1,0,1,0,0,1,1,0.4583353755834027,35.447697499007546,0.0791848426922846,5.331370592149035,3.235036211517925,68,8,10,0,0,0,0.0649035262807717,0.0067487098054783,0.000793965859468,0.0,0.000992457324335,0.0,0.0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_name__,,,
0,0,0,0,1,1,0,0,0,0,1,1,0.3561313648689364,21.52203389830509,0.0959626393492015,5.205882352941177,3.452009779672528,4,0,2,0,0,2,0.0696594427244582,0.0135593220338983,0.0,0.0067796610169491,0.0067796610169491,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,G Switch 2 Unblocked Game,,1.0,1.0
0,0,1,1,1,1,0,0,0,0,0,0,0.3115862971852498,34.261538461538464,0.0940432031420467,6.077120822622108,3.251630402442811,0,0,0,0,2,0,0.0231362467866323,0.0,0.0,0.0,0.0,0.0153846153846153,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single Search,,,
0,0,0,0,0,1,0,1,0,0,0,6,0.5420869460974654,46.75036894593265,0.0885073360418528,3.586055445955768,2.7042319987232992,62,12,21,0,0,3,0.0517807081299968,0.0027726845847681,0.0005366486293099,0.0001341621573274,0.0009391351012924,0.0,0.0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,Send Sms,,,
0,0,0,0,1,0,0,0,0,0,0,6,0.5184401856164039,41.7795395503001,0.1104191446233226,3.292871945427856,3.002863666214927,141,16,20,0,0,1,0.05608323978931,0.012631013168503,0.0014333064588372,8.958165367732689e-05,0.0017916330735465,0.0,0.0,0,0,0,2,1,0,4,0,0,0,2,0,0,0,0,4,__MSG_name__,,,
0,0,0,0,0,1,0,0,0,0,0,9,0.5612739962283007,43.179681936862096,0.0941420458513993,3.450324859648016,3.0063678209216564,34,2,13,0,0,0,0.0468681006749511,0.0080702587230002,0.0004747211013529,0.0,0.0030856871587942,0.0,0.0,1,0,1,3,0,0,5,0,0,0,0,0,0,0,0,5,PasteReady - Fix ChatGPT Copy-Paste Issues,,,
0,0,0,0,1,1,0,0,0,0,1,34,0.2202047670999884,92.51254813863927,0.1262732737854801,3.608127304499975,3.3051566961448287,22,28,12,0,0,2,0.0611602418661782,0.0007060333761232,0.0008985879332477,6.418485237483954e-05,0.000385109114249,0.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,Rainbow - Ethereum Wallet,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.174180901708205,34.37623762376238,0.0806496779613553,7.107558139534884,3.694128113386006,7,0,2,0,0,0,0.002906976744186,0.0693069306930693,0.0,0.0,0.0198019801980198,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,PancakeSwap Extension,,,
0,0,0,0,0,1,0,0,0,0,1,5,0.3517360468235765,43.67172995780591,0.1165223896951857,4.504916403393561,3.357452136604661,136,19,48,0,0,0,0.082034716552483,0.0229535864978902,0.0032067510548523,0.0,0.0081012658227848,0.0,0.0,21,0,0,0,0,0,14,0,0,0,0,1,12,0,0,14,Paint Tool for Web,,,
0,0,0,0,0,0,0,0,0,0,0,3,0.3213950762016412,25.78806907378336,0.1149472450175849,4.210824417872876,1.6652396696238088,17,5,11,0,0,0,0.0176211453744493,0.0266875981161695,0.0078492935635792,0.0,0.0172684458398744,0.0,0.0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,Suite App:P​‌‌​r​‌‌​o​‌‌​ ​‌‌​E​‌‌​x​‌‌​o​‌‌​d​‌‌​u​‌‌​s,,,
0,0,0,0,0,0,0,0,0,0,1,1,0.4749459124811797,29.42339923521276,0.0870989567594021,5.75483919278146,3.1289084631802484,82,9,21,0,0,1,0.1043468493766146,0.0066715482873647,0.0007322431047107,8.136034496786266e-05,0.0017085672443251,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,__MSG_appName__,,,
0,0,1,1,1,1,0,0,0,0,0,11,0.432450734416486,42.43398222598392,0.1312303607531727,3.134727347273473,3.107998351383406,83,10,7,0,3,0,0.0526855268552685,0.0175624206517139,0.0021159542953872,0.0,0.001481168006771,0.0006347862886161,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,HTTP Web Headers,,,
0,0,0,0,0,0,0,0,0,0,0,19,0.4121531288988115,48.83390052356021,0.1083432924026528,3.709143783371472,3.016392165333765,84,8,10,0,0,0,0.0597826086956521,0.0109947643979057,0.0010471204188481,0.0,0.0013089005235602,0.0,0.0,34,0,0,24,0,1,5,0,0,0,16,0,0,0,0,5,__MSG_name__,,,
0,0,0,0,0,1,0,1,0,0,0,10,0.558252537096742,46.40989525730272,0.0805812526201171,3.728520839440056,2.735563389036149,57,7,15,0,0,0,0.0519698638167745,0.0018541409147095,0.0002277015158415,0.0,0.0004879318196603,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,0,0,0,0,1,0,0,0,0,0,0,0.4414239943040228,52.64858670741024,0.1342185831256675,3.843057305952999,2.6872205783393714,11,3,6,0,0,0,0.0559715323597004,0.0042016806722689,0.0011459129106187,0.0,0.0022918258212375,0.0,0.0,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Simple Search,,,
0,0,1,1,0,1,0,1,1,0,0,28,0.3721476879498463,40.23000490677134,0.1107957165852889,4.241646118527336,3.03392942015316,108,13,13,0,0,3,0.0678513731825525,0.0132482826300294,0.0015947006869479,0.0003680078508341,0.0015947006869479,0.0,0.0,25,0,15,2,0,0,15,0,0,0,1,0,0,0,0,15,Softball Wallpapers HD Theme,,,
0,0,0,0,0,1,0,0,0,0,1,4,0.3930201238655664,39.85596635710531,0.1155664018940108,3.799126637554586,3.151953362351942,99,9,19,0,0,0,0.0580216441997341,0.017347117574908,0.001577010688628,0.0,0.0033292447871035,0.0,0.0,0,0,0,12,0,3,15,0,0,0,1,0,0,0,8,15,All Over Love,,,
0,0,1,1,0,1,0,1,1,0,0,28,0.3721476879498463,40.23000490677134,0.1107957165852889,4.241646118527336,3.03392942015316,108,13,13,0,0,3,0.0678513731825525,0.0132482826300294,0.0015947006869479,0.0003680078508341,0.0015947006869479,0.0,0.0,25,0,15,2,0,0,15,0,0,0,1,0,0,0,0,15,Numix Chrome Wallpapers HD Theme,,,
0,0,0,0,0,0,0,0,0,0,0,2,0.2866435385949696,35.0625,0.0663486556808326,8.24705882352941,3.594041403633598,9,0,1,0,0,0,0.088235294117647,0.140625,0.0,0.0,0.015625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roblox Friend Removal Button,,,
0,0,0,0,0,1,0,0,0,0,0,131,0.2692525705163083,50.41962033737504,0.0791343393527332,5.177838962743468,2.9563581601578126,1834,1,80,0,0,0,0.0215973377516856,0.002652374120696,1.4462236208811552e-06,0.0,0.0001156978896704,0.0,0.0,5,1,0,17,0,0,42,0,0,0,0,0,0,0,0,42,__MSG_extName__,,,
0,0,0,0,0,0,0,0,0,0,0,6,0.5911345841415772,49.22980349344978,0.0867605587885308,3.3537386755135894,2.4818887597575108,18,3,7,0,0,0,0.045170345795585,0.0024563318777292,0.0004093886462882,0.0,0.0009552401746724,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Aerodrome Base DEX,,,
0,0,0,0,0,1,0,0,0,0,1,6,0.3808506670241224,65.50639534883722,0.0708403513168554,6.182614652437266,3.130213787156294,40,9,16,0,0,7,0.0454643784251514,0.0077519379844961,0.0017441860465116,0.0013565891472868,0.0031007751937984,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_game_name__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.3262279888785913,36.241379310344826,0.0704355885078776,6.153061224489796,4.010344751093527,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jupiter Dex,,,
