All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name
0,0,0,0,0,1,0,0,0,0,0,20,0.4242326501237203,41.042231686238175,0.11216799174689343,4.19559291741323,2.9243934212145786,108,13,41,0,0,1,0.032233583460193005,0.0019244819045243144,0.00023165059961866748,1.781927689374365e-05,0.0007305903526434898,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__
0,0,0,0,0,1,0,0,0,0,0,16,0.3893243446814104,39.62880087322626,0.11950934702740253,4.214059681045045,2.975156837490723,96,13,38,0,0,0,0.029189298704305797,0.0018711991267737408,0.0002533915484172774,0.0,0.0007406829876812724,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__
0,1,0,0,1,1,0,0,0,0,0,24,0.37223956142875064,18.095660749506905,0.0742044255557769,6.100464626983431,3.42140442595366,78,13,21,0,0,0,0.03454019461734023,0.01098901098901099,0.0018315018315018315,0.0,0.0029585798816568047,0.0,0.0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,CL Suite by @CLMasters
0,0,0,0,0,1,0,0,0,0,0,45,0.40011637340506917,74.75105987877089,0.059896226004923205,5.911342578574456,2.9416038254292802,183,18,85,0,0,2,0.037110155634954275,0.006411828597456291,0.0006306716653235696,7.007462948039662e-05,0.0029781717529168564,0.0,0.0,6,2,1,0,0,1,1,0,0,0,0,25,0,0,0,1,__MSG_appName__
0,0,0,0,0,1,0,0,0,0,0,0,0.49199387271967693,57.27630980977732,0.0835515944854477,3.8804900766640396,3.056816551522489,88,8,25,0,0,2,0.09205655465596714,0.005713172758553529,0.0005193793416866844,0.0001298448354216711,0.0016230604427708887,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_name__
0,0,0,0,0,1,0,0,0,0,0,20,0.4123955548698595,42.22827564010871,0.11039200349760118,4.493440272668254,2.9659548018494233,107,13,38,0,0,1,0.03316381735555075,0.0019131740809612359,0.00023244171077099128,1.788013159776856e-05,0.0006794450007152052,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__
0,1,0,0,0,0,0,0,0,0,0,1,0.42529032258064514,47.29595015576324,0.1067741935483871,3.7861519607843137,3.0608223424048213,14,2,4,0,0,1,0.024509803921568627,0.04361370716510903,0.006230529595015576,0.003115264797507788,0.012461059190031152,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_name__
1,1,0,0,0,1,0,0,0,0,1,1,0.2615872673514689,64.12595107105233,0.13520440717874058,4.09415287365882,2.9759521997583622,66,5,6,0,0,0,0.07416340902159749,0.00772562331733583,0.0005852744937375629,0.0,0.0007023293924850755,0.0,0.0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__
1,1,0,0,0,1,0,0,0,0,1,4,0.2385391529134011,62.82119442126594,0.13907297137776714,4.075597886540601,3.122941022634861,70,5,6,0,0,0,0.07241379310344828,0.008344260340922637,0.0005960185957801883,0.0,0.000715222314936226,0.0,0.0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__
1,1,0,0,0,1,0,0,0,0,1,1,0.2785253736667873,56.52907444668008,0.13468792462134924,4.125886352598349,2.9553358199079245,66,5,6,0,0,0,0.07446055644210088,0.006639839034205231,0.0005030181086519115,0.0,0.0006036217303822937,0.0,0.0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__
1,1,0,0,0,1,0,0,0,0,1,1,0.27965838699892875,56.10442531037245,0.13462189205632302,4.093519096139183,2.945054907033829,66,5,6,0,0,0,0.07530325084910237,0.006607929515418502,0.000500600720865038,0.0,0.0006007208650380457,0.0,0.0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__
