All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name,num_external_form_actions,num_embed_tags,num_object_tags
0,1,1,0,1,1,0,0,0,0,0,10,0.4084937277445481,16.196298149074536,0.0934438057113598,5.360108115600527,3.155452019530281,154,2,29,0,1,3,0.089264675306674,0.0154077038519259,0.000200100050025,0.0003001500750375,0.0029014507253626,0.0001000500250125,0.0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,Video Downloader Professional,,,
0,0,1,0,0,1,0,0,0,0,0,89,0.6514966112868512,58.41618086473648,0.059808685587092,3.688302927201267,2.4616375457415973,1017,28,56,0,0,0,0.0499752784318983,0.0055150946568114,0.0001518413474835,0.0,0.000303682694967,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Avast SafePrice,,,
0,0,1,0,1,1,0,0,0,0,0,36,0.4948960013355211,44.65588193920483,0.072562940073532,4.5587386201895965,2.097507407335524,70,12,20,0,1,1,0.0450593495716625,0.0008951750067138,0.0001534585725795,1.2788214381625894e-05,0.0002557642876325,1.2788214381625894e-05,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_name__,,,
0,0,1,0,0,1,0,0,0,0,0,58,0.4655722489703579,51.21219321148825,0.081347725986186,4.0466582729490685,2.989945425894147,288,7,57,0,1,2,0.0440722416972723,0.0075195822454308,0.0001827676240208,5.2219321148825065e-05,0.0014882506527415,2.6109660574412533e-05,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_name__,,,
0,0,0,0,0,1,0,0,0,0,0,94,0.4546476123435393,42.59756861041549,0.1003657672775291,3.496556900398945,2.86055775094673,1013,142,168,0,0,8,0.0552775711677598,0.0064713548321152,0.0009071395717279,5.110645474523432e-05,0.0010732355496499,0.0,0.0,13,0,0,8,0,0,59,1,0,0,0,0,0,0,0,59,GoFullPage - Full Page Screen Capture,,,
0,0,1,0,1,1,1,0,0,0,1,92,0.5509587805422856,52.64271922474407,0.0634729568597824,3.7652235875176094,2.5286517646561486,1663,80,130,0,1,0,0.0298041574293593,0.0060585085066851,0.0002914495974352,0.0,0.0004736055958322,3.643119967940544e-06,0.0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,VPN for Chrome: NordVPN proxy protection,,,
0,0,0,0,0,1,0,0,0,0,0,21,0.2297616956771811,110.08964511260444,0.0463325494951249,19.866661673345234,2.9380197804562744,120,35,40,0,0,0,0.0904415344476762,0.0010117958533233,0.0002951071238859,0.0,0.0003372652844411,0.0,0.0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_extensionName__,,,
0,0,1,0,1,1,0,1,0,0,1,113,0.4849970162802455,62.22684459005247,0.0633371050940278,5.598992335953237,2.806921863805748,2431,11,64,0,1,4,0.0580158032749081,0.0187839498064426,8.499524799295313e-05,3.090736290652841e-05,0.0004945178065044,7.726840726632103e-06,0.0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,__MSG_appNameChrome__,,,
0,0,1,0,1,1,0,0,0,0,1,15,0.3888404953535516,19.526445872466635,0.1051602673464062,4.64738836711155,3.2766361375396933,170,1,30,0,3,0,0.0702339759433185,0.0140056022408963,8.238589553468446e-05,0.0,0.0024715768660405,0.000247157686604,0.0,6,0,0,0,0,0,99,0,0,0,0,0,0,0,0,99,__MSG_name__,,,
1,1,1,0,1,1,0,1,0,0,1,131,0.3092617810067614,81.96022115666895,0.0760114822613924,5.016772547835664,3.465234076902338,653,52,155,0,8,1,0.0305560135293794,0.0039937860847441,0.000318035032782,6.116058322732166e-06,0.0009479890400234,4.892846658185733e-05,0.0,5,0,0,1,0,0,10,0,0,0,0,0,0,0,0,10,Okta Browser Plugin,,,
1,1,0,0,1,1,0,0,0,0,0,47,0.3899320730416146,53.80825730008783,0.0637723733504448,4.940975092644655,3.001807443909013,166,55,27,0,0,1,0.0476488537034603,0.0007439009088138,0.0002464731926792,4.481330775987237e-06,0.0001209959309516,0.0,0.0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Avast Online Security & Privacy,,,
0,0,0,0,0,1,1,0,0,0,0,38,0.4337978822831271,20.1099331405176,0.0769448399835052,4.877865026522955,2.5770645445371616,98,2,40,0,0,1,0.0627096209158132,0.0009202569207076,1.8780753483829773e-05,9.390376741914886e-06,0.0003756150696765,0.0,0.0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BTRoblox - Making Roblox Better,,,
0,0,0,0,0,1,0,0,0,0,0,14,0.40600783740534,36.04187704187704,0.1013204000490267,4.561442691503516,3.024074613934738,114,8,36,0,0,1,0.0615733700817335,0.0048368619797191,0.0003394289108574,4.2428613857185285e-05,0.0015274300988586,0.0,0.0,19,0,0,2,1,7,56,0,1,0,1,0,0,0,0,56,__MSG_extension_name__,,,
0,1,0,0,0,1,1,1,0,0,1,742,0.5024201897377604,52.281616240532855,0.0744519896002999,4.0940071237703055,2.7389096458101254,6952,201,1810,0,0,23,0.0427629618660019,0.003947257104864,0.0001141252413805,1.3059107222651532e-05,0.0010276949596956,0.0,0.0,496,1,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_extensionName__,,,
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kami - PDF and Document Annotation,,,
0,0,0,0,1,1,0,0,0,0,0,145,0.5431842076902486,52.07993132832245,0.0484490724531011,5.384137797859012,1.6003476053161434,3313,40,126,0,0,1,0.0553120650002333,0.0109169514256622,0.0001318074425072,3.295186062681029e-06,0.0004151934438978,0.0,0.0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,__MSG_name__,,,
0,0,0,0,1,1,0,0,0,0,0,1,0.4110480274860498,41.83977035490605,0.0668388605960184,5.391391678622669,3.0965875598889534,2,3,22,0,0,0,0.0172166427546628,0.0010438413361169,0.0015657620041753,0.0,0.011482254697286,0.0,0.0,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_app_name__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0689655172413793,43.0,0.0919540229885057,5.416666666666667,4.305750340868814,1,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,
1,1,0,0,1,1,1,1,0,0,1,517,0.4861947391829521,45.54255372460653,0.0856211687918272,4.147009276756641,2.8228535695158654,20340,214,868,0,0,2,0.0452981309598341,0.0175741154189102,0.0001848997394123,1.728034947778784e-06,0.0007499671673359,0.0,0.0,429,8,0,7,0,0,5,0,0,0,0,0,1,0,0,5,Grammarly: AI Writing Assistant and Grammar Checker App,,,
0,0,1,0,0,1,0,1,0,0,1,888,0.5121247375836384,51.81551329575221,0.0713285749641902,4.83628576921934,2.6400322521751947,11787,148,802,0,0,60,0.0433179004947916,0.0049376023954513,6.199755277227503e-05,2.513414301578717e-05,0.0003359597116443,0.0,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,Loom – Screen Recorder & Screen Capture,,,
0,0,1,0,1,1,1,0,0,0,1,32,0.3644333755756367,41.62610096670248,0.1102800207855359,4.722819342149178,2.995183960381397,217,106,56,0,0,0,0.0317443858665655,0.0010134030728996,0.0004950263858403,0.0,0.0002615233736515,0.0,0.0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,8,Video DownloadHelper,,,
0,0,0,0,1,1,0,0,0,0,0,94,0.4024457671964266,42.61211976256224,0.0940769816392962,4.136737871158674,2.867001594741014,90,11,56,0,0,0,0.0597827865595092,0.0019569046117718,0.0002391772303276,0.0,0.0012176295362136,0.0,0.0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Simplescraper — a fast and free web scraper,,,
1,1,0,0,1,0,0,0,0,0,1,53,0.3934601178036456,35.30422395200014,0.1019784870945059,4.429807819810946,2.806704315589552,165,20,55,0,0,14,0.0715111102691848,0.0014644927086014,0.0001775142677092,0.0001242599873964,0.0004881642362004,0.0,0.0,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,
0,0,1,0,1,1,1,1,1,0,1,46,0.393957779393724,40.3797273552077,0.0769732277170564,4.243364805390911,2.971850659070733,392,25,68,0,0,1,0.0426296811774884,0.0045019696117051,0.0002871154089097,1.1484616356390614e-05,0.0007809539122345,0.0,0.0,18,6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,__MSG_app_name_chrome__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0618556701030927,48.0,0.0824742268041237,5.6923076923076925,4.405543444877673,1,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,
1,1,1,0,1,1,0,1,0,0,1,111,0.4698129061421404,49.53228888417082,0.0706362176139171,4.779509145688856,2.654554621015106,684,15,107,0,5,9,0.0586931803796375,0.0016886303825093,3.703136803748562e-05,2.2218820822491373e-05,0.0002641570920007,1.234378934582854e-05,0.0,1,0,0,6,0,0,24,0,0,0,1,0,0,0,0,24,__MSG_manifest_name__,,,
0,0,0,0,0,1,0,0,0,0,1,21,0.5821151462017665,47.951487881423226,0.0751899213279623,3.682329774899044,2.252372051662472,246,3,21,0,0,3,0.0401823197792971,0.0093016221121488,0.0001134344160018,0.0001134344160018,0.0007940409120127,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,0,1,0,1,1,0,1,0,0,0,219,0.4377075119358102,38.90081190733863,0.0911701440302727,3.741513055957769,2.8243160069594038,960,81,244,0,40,6,0.0468852537622334,0.0022884058869241,0.0001930842467092,1.43025367932759e-05,0.0005816364962598,9.5350245288506e-05,0.0,4,1,0,2,0,1,6,0,0,0,0,0,0,0,0,6,Capital One Shopping: Save Now,,,
0,0,1,0,1,1,0,1,1,0,0,0,0.4037452512117597,33.248642266824085,0.1294910953756627,2.806049643251934,3.185134478122979,21,0,4,0,0,1,0.0905939101597829,0.0049586776859504,0.0,0.0002361275088547,0.0009445100354191,0.0,0.0,0,0,0,7,0,0,2,0,0,0,6,0,0,0,0,2,IDM Integration Module,,,
1,1,1,0,1,1,1,0,0,0,1,124,0.4535558188291348,52.455986528206566,0.0688052562645713,4.936605394886463,2.4433958430091725,533,71,164,0,0,3,0.0597893196409661,0.0011967443165871,0.0001594162222845,6.7358967162503504e-06,0.0003682290204883,0.0,0.0,42,1,0,0,0,0,9,0,0,0,0,0,0,0,0,9,__MSG_extName__,,,
0,0,0,0,0,1,1,0,0,0,1,19,0.4832455562179363,55.36836656214873,0.0680767680669023,3.081084224719876,2.575272794434655,242,17,13,0,0,0,0.0268126774336683,0.0071584925752824,0.0005028693131396,0.0,0.0003845471218126,0.0,0.0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_app_name__,,,
0,0,1,0,0,1,0,0,0,0,1,65,0.4567961761080875,49.47988041017213,0.0621382435775923,5.487545088454761,2.4516485400017407,23,1,12,0,5,0,0.0229588406398844,0.0002010647690814,8.741946481803639e-06,0.0,0.0001049033577816,4.370973240901819e-05,0.0,0,0,7,0,0,0,28,0,0,0,0,0,0,0,0,28,__MSG_extension_name__,,,
0,0,0,0,0,1,0,0,0,0,1,1351,0.4331168028007933,54.55821979006389,0.0971924939293852,3.875011416152462,3.1971327307664708,4106,1020,2093,0,1,39,0.0615570801692634,0.0095290478146546,0.0023671770021791,9.050970890685158e-05,0.004857354378001,2.3207617668423483e-06,0.0,2,0,6,0,1,0,5,0,0,0,0,0,0,0,0,5,__MSG_extName__,,,
0,0,1,0,1,1,1,0,1,0,1,91,0.5929372598205254,47.79689611241941,0.0739268862824357,3.6302843538813288,2.5382507161243466,3055,21,121,0,0,1,0.0355235956267764,0.0196566678248336,0.0001351194842296,6.43426115379171e-06,0.0007785455996087,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,SetupVPN - Lifetime Free VPN,,,
0,0,0,0,1,1,0,0,0,0,0,40,0.5220769541883091,36.79168097822353,0.0919287626162788,3.5898609863719786,2.7216360389671026,52,5,44,0,0,2,0.0601058221718926,0.0017860822971766,0.0001717386824208,6.869547296833139e-05,0.0015113004053032,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MyBib: Free Citation Generator,,,
0,0,0,0,0,1,1,0,0,0,0,175,0.4303451841060225,24.543503313166237,0.0793119815776488,5.841849921484044,3.2701562220990703,1935,328,178,0,0,0,0.0412987822388962,0.0232281763180639,0.0039373859598578,0.0,0.0021367521367521,0.0,0.0,71,0,1,16,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_name__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Just Black,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.4780714093605184,58.46694209241761,0.0696046486406422,4.489825043458756,2.8864996051078577,6,0,3,0,0,0,0.0340576459373072,8.180962899333252e-05,0.0,0.0,4.090481449666626e-05,0.0,0.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_EXTENSION_NAME__,,,
0,0,0,0,0,1,0,0,0,0,1,35,0.6802343815163053,41.21671012168575,0.0516906509108963,3.597912107464628,1.7211956134659856,94,21,56,0,0,7,0.0324298876970348,1.8325580053346933e-05,4.094012565109421e-06,1.3646708550364735e-06,1.091736684029179e-05,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_appName__,,,
0,0,0,0,0,1,0,0,0,0,0,60,0.4484548352246106,32.63143726921668,0.0949737199199737,3.45785851334252,2.9347773424124663,72,10,54,0,0,0,0.0357227339118158,0.0010147419454858,0.0001409363813174,0.0,0.0007610564591143,0.0,0.0,4,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,7TV,,,
0,0,0,0,0,1,0,0,0,0,0,1,0.3740788659503853,27.35725677830941,0.09062271474377,4.426680783483325,3.151194762815962,45,1,4,0,0,0,0.0174695606140815,0.0717703349282296,0.0015948963317384,0.0,0.0063795853269537,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,JSON Formatter,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desmos Graphing Calculator,,,
0,0,0,0,1,1,0,0,0,0,0,55,0.4194891340198629,46.423705248522765,0.1077216256825594,3.819099941235155,2.9775159677616614,195,24,27,0,0,1,0.0513714074863679,0.013555787278415,0.0016684045881126,6.951685783802571e-05,0.0018769551616266,0.0,0.0,16,0,0,2,0,0,15,0,0,0,1,0,0,0,0,15,ColorZilla,,,
0,1,0,0,1,1,0,0,0,0,1,3,0.341233427264748,28.59216426071741,0.0160622719083475,3.779975777149778,1.781564951571058,28,2,7,0,0,0,0.0041558811655465,0.0007655293088363,5.468066491688539e-05,0.0,0.000191382327209,0.0,0.0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Microsoft Defender Browser Protection,,,
0,0,1,0,0,1,0,0,0,0,1,109,0.453978061583971,45.13240381682715,0.0837345175871898,4.277382002579885,2.7697019254390782,995,36,92,0,3,2,0.0620545005662422,0.0086706461592087,0.0003137118208356,1.7428434490871856e-05,0.0008017079865801,2.6142651736307783e-05,0.0,35,0,0,9,0,0,4,0,0,1,0,0,0,0,0,3,__MSG_extName__,,,
0,0,1,0,0,1,0,0,0,0,1,39,0.3471746802484174,55.130820352803084,0.0906040026222059,5.903968756119653,2.76564197809202,159,50,20,0,0,19,0.0381734071197239,0.0003320843619594,0.0001044290446413,3.968303696370464e-05,4.17716178565312e-05,0.0,0.0,32,2,0,1,1,0,6,0,0,0,0,0,0,1,0,6,__MSG_brandName__,,,
0,0,1,0,1,1,0,1,0,0,0,222,0.5091442221168971,53.275859819181655,0.0801033445298493,3.8130550482054097,2.8325912211443702,1229,32,426,0,0,4,0.0445553468988758,0.0057274676111473,0.0001491285301519,1.8641066268990587e-05,0.0019852735576474,0.0,0.0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_extensionName__,,,
0,0,0,0,1,1,0,0,0,0,1,111,0.5090179259404441,35.61687516710524,0.0822172134376339,3.4964600018578427,2.751202349333686,334,12,100,0,0,0,0.0647942843064794,0.0047000548808803,0.0001688642472172,0.0,0.0014072020601438,0.0,0.0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,7,OneTab,,,
0,1,1,0,1,1,0,1,0,0,1,292,0.1871024254166768,100.01046789205664,0.0437260113572842,17.085134297463267,2.777967663145909,1155,196,306,0,3,30,0.051157725804749,0.0040368665527256,0.0006850440210685,0.0001048536766941,0.0010695075022805,1.0485367669417329e-05,0.0,534,4,0,5,0,0,8,0,0,0,0,0,0,0,0,8,__MSG_appName__,,,
0,0,0,0,0,1,0,0,0,0,0,69,0.4275354169545114,68.27624022437563,0.1284574841243575,3.768946046089165,2.518350696641184,231,39,89,0,0,3,0.0315077117390346,0.0034279608826628,0.0005787466425274,4.451897250211465e-05,0.0013207295175627,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WA Web Plus by Elbruz Technologies,,,
0,0,0,0,1,1,0,0,0,0,0,4,0.4088695440433433,36.37153419593346,0.0816643331101235,6.788961920799609,3.0353719290504637,5,12,26,0,0,0,0.0918572437394752,0.000710934167496,0.0017062420019906,0.0,0.0036968576709796,0.0,0.0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,РуТрекер - официальный плагин (доступ и пр.),,,
1,1,1,0,1,1,0,1,0,0,1,265,0.4094210877612128,66.04263259571479,0.0682622827094503,5.50462960995876,3.1925699367906213,2058,188,472,0,0,11,0.0366672246898934,0.002442115455814,0.0002230892641851,1.3053095244876066e-05,0.0005600964505074,0.0,0.0,41,0,0,6,0,6,19,0,0,0,0,0,0,0,0,19,__MSG_ExtensionName__,,,
0,0,0,0,0,1,0,0,0,0,1,15,0.4989500683463964,59.19983812053794,0.0748621436808456,3.89653322655102,2.627907388787809,196,20,30,0,0,4,0.0314755981005844,0.0040677403287398,0.0004150755437489,8.301510874979246e-05,0.0006226133156234,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_extensionName__,,,
0,0,1,0,1,1,0,0,0,0,0,176,0.5391443568795734,54.040027048509366,0.0730026699107076,3.616866046936909,2.787149694759732,955,38,179,0,3,3,0.0575912926699177,0.005664764571198,0.0002254042447178,1.779507195140759e-05,0.0010617726264339,1.779507195140759e-05,0.0,58,2,12,0,0,0,7,0,0,0,0,0,0,0,0,7,__MSG_appName__,,,
0,0,0,0,0,0,0,0,0,0,1,0,0.3398902969547948,20.84917355371901,0.0709523359182901,7.1035422343324255,3.7428298427697695,40,4,11,0,0,0,0.059642749016046,0.0206611570247933,0.0020661157024793,0.0,0.0056818181818181,0.0,0.0,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,1,"Signer.Digital Digital Signature, PKI",,,
1,1,1,0,1,1,0,1,0,0,1,9,0.4641891631686371,28.884004602991944,0.0714830361612816,6.324815837937385,3.20820463440972,43,1,28,0,0,0,0.0248618784530386,0.0098964326812428,0.0002301495972382,0.0,0.0064441887226697,0.0,0.0,0,0,0,9,0,1,10,0,2,0,0,0,0,0,0,10,Wappalyzer - Technology profiler,,,
0,0,1,1,1,1,0,1,0,0,1,31,0.4143667341658434,33.854870016228084,0.0834028714843671,5.532787158594471,3.114481299875709,232,15,51,0,1,6,0.1087050767571893,0.0073821872911827,0.0004772965921023,0.0001909186368409,0.0016228084131479,3.181977280682216e-05,0.0,3,0,0,27,0,0,24,0,0,0,17,6,0,0,0,24,IE Tab,,,
0,0,0,0,1,1,0,1,0,0,0,18,0.3480755060017768,31.040150011030224,0.0709538796339019,6.386695729393719,3.454705674890718,75,0,34,0,0,0,0.0723338984419149,0.0165453342157511,0.0,0.0,0.0075005515111405,0.0,0.0,1,0,10,5,0,13,8,0,0,0,0,0,0,0,0,8,Cookie-Editor,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.4580551066662601,68.7571783055654,0.0366954294600115,17.482047635975828,3.3283177320225867,2,0,0,0,0,0,0.0620334162815499,0.0007089684509039,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,WhatFont,,,
0,1,1,0,1,1,0,1,1,0,0,58,0.5315168695494773,60.12592368181878,0.0729752123104505,3.8440662938036794,3.040800074521622,373,12,128,0,0,0,0.0406571772785677,0.0024565655501257,7.903159946785389e-05,0.0,0.0008430037276571,0.0,0.0,4,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extName__,,,
0,0,1,0,1,1,0,1,1,0,0,210,0.5266685786761909,53.62518731847802,0.0783153769307546,4.040044870784396,2.738924336609664,1569,62,230,0,0,9,0.0500014925506013,0.0038293510360481,0.0001513191613989,2.196568471920533e-05,0.0005613452761574,0.0,0.0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,11,__MSG_ADBLOCKER_EXTENSION_NAME__,,,
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Play,,,
0,0,0,0,0,0,0,0,0,0,1,252,0.3292190589698243,49.455686161390354,0.0771813183702033,4.183645962139463,3.0604341372747617,273,43,162,0,0,5,0.0395061636776687,0.0015143866733972,0.0002385297690699,2.7736019659290736e-05,0.000898647036961,0.0,0.0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,Momentum,,,
0,0,0,0,0,1,0,0,0,0,0,4,0.4202856868948327,40.35579781962339,0.1167433611350781,3.4672096013716245,3.155115527458169,23,16,5,0,0,1,0.0565795113587655,0.0227948463825569,0.0158572844400396,0.0009910802775024,0.0049554013875123,0.0,0.0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_853__,,,
0,0,0,0,1,1,1,0,0,0,0,41,0.3727940411516786,38.24970125473013,0.0947417299538445,4.3725556484760055,2.994730851737314,486,11,58,0,0,1,0.0472826699406297,0.0120991834295956,0.000273849830711,2.4895439155546703e-05,0.0014439354710217,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,,,
