All http domains,All https domains,webRequest,webRequestBlocking,tabs,storage,notifications,cookies,management,contextmenus,security_policy,dynamic_code_gen_functions,whitespace %,avg_line_length,specific_characters,word_size,string_entropy,DOM_operations,DOM_change_sinks,event_handlers,HTTP_scripts,modification_callbacks,XMLHttpRequests,keyword_density,DOM_operations_density,DOM_change_sinks_density,XMLHttpRequests_density,event_handlers_density,modification_callbacks_density,HTTP_scripts_density,num_background_image,num_behavior,num_import_rules,num_external_urls,num_iframe_tags,num_form_tags,num_script_tags,num_inline_event_handlers,num_password_inputs,num_meta_refresh,num_http_urls,num_javascript_urls,num_data_urls,num_external_iframe_src,num_external_script_src,num_script_src_attrs,Extension Name,num_external_form_actions,num_embed_tags,num_object_tags,label
0,0,0,0,0,1,0,0,0,0,0,1,0.4070898236000473,30.7641686811711,0.1086052057435689,3.737252899555037,3.1926804628482213,22,25,18,0,0,2,0.1056969873805529,0.0059092130002686,0.0067150147730325,0.0005372011818426,0.0048348106365834,0.0,0.0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,3,Zero Noise Classroom,,,,0
0,0,0,0,0,1,1,0,0,0,1,17,0.1963153902847909,125.88984,0.0338746783800125,2.2995703674755563,3.267901433855798,137,16,11,0,0,0,0.0070690256468603,0.01096,0.00128,0.0,0.00088,0.0,0.0,12,0,0,7,0,0,13,0,0,0,5,0,0,0,0,13,eyeCare - Protect your vision,,,,0
0,0,1,0,1,1,0,1,1,0,0,210,0.5266685786761909,53.62518731847802,0.0783153769307546,4.040044870784396,2.738924336609664,1569,62,230,0,0,9,0.0500014925506013,0.0038293510360481,0.0001513191613989,2.196568471920533e-05,0.0005613452761574,0.0,0.0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,11,__MSG_ADBLOCKER_EXTENSION_NAME__,,,,0
0,0,0,0,0,0,0,0,0,0,1,12,0.3505489766809301,33.785288461538464,0.093594166362601,6.072950477231095,3.3047567856747757,35,8,54,0,0,6,0.0745894527107369,0.0033653846153846,0.0007692307692307,0.000576923076923,0.0051923076923076,0.0,0.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.1798418972332015,32.8,0.1106719367588932,6.096153846153846,4.751348298677572,0,0,0,0,0,0,0.0576923076923076,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_name__,,,,0
1,1,1,0,1,1,1,0,1,0,0,23,0.3303685726642167,56.82577088421383,0.0795002248825016,3.7738640866860673,3.0162665738782133,48,2,20,0,1,2,0.0146524911836875,0.0006855477955353,2.8564491480640416e-05,2.8564491480640416e-05,0.0002856449148064,1.4282245740320208e-05,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_appName__,,,,0
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Покер,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,,0
0,0,0,0,0,0,0,0,0,0,1,12,0.3507186335867518,33.76846153846154,0.0935786210310601,6.071417087366153,3.304136438803605,35,8,54,0,0,6,0.0746326248432425,0.0033653846153846,0.0007692307692307,0.000576923076923,0.0051923076923076,0.0,0.0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,__MSG_appName__,,,,0
0,0,0,0,0,0,0,0,0,0,1,0,0.3578439456204115,48.07818064098414,0.0904314615338948,7.254544609233344,3.468421085996396,49,5,7,0,0,1,0.0484913292110279,0.0079313693752023,0.0008093234056328,0.0001618646811265,0.001133052767886,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,AdGuard Extra,,,,0
0,1,0,0,0,1,0,1,0,0,0,12,0.4788244665480373,40.77162993845543,0.0755444784109747,5.331861421458122,2.914969621244992,244,9,41,0,0,0,0.0536576906879381,0.0048441532658328,0.0001786777843954,0.0,0.0008139765733571,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,SBC Monkey. One click SBC solver,,,,0
0,0,0,0,0,1,0,0,0,0,0,49,0.483703409617257,35.92106640814348,0.0888781757397587,3.736188314454083,2.641997754721684,472,7,77,0,0,0,0.0473589717323441,0.0091517207949587,0.0001357246728065,0.0,0.0014929714008725,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_extensionName__,,,,0
0,1,0,0,1,1,0,0,0,0,1,51,0.5088907215746568,54.88132680244049,0.0848245775771221,3.749964546321842,2.595856033424998,354,30,49,0,0,6,0.0398257612871619,0.0030420211394689,0.0002577984016499,5.155968032998195e-05,0.0004210707226948,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Japanese IO,,,,0
0,1,0,0,0,1,0,0,0,0,0,20,0.4989933595338122,31.3518992669496,0.1044195690472963,3.200649878147847,2.914248973597405,20,4,24,0,0,0,0.0490995600662538,0.0007014836378941,0.0001402967275788,0.0,0.0008417803654729,0.0,0.0,14,1,1,0,0,0,4,0,0,0,0,0,0,0,0,4,__MSG_extension_name__,,,,0
0,0,0,0,1,1,0,0,0,0,1,53,0.338213374018816,84.6283605804507,0.0934492986309953,5.661933428268775,3.15193302937206,817,0,10,0,0,0,0.0227246028003403,0.0021563669571735,0.0,0.0,2.6393720406040997e-05,0.0,0.0,0,0,0,2,0,0,12,0,0,0,0,0,0,0,0,12,"Helium 10 for Amazon Sellers, Influencers, and Walmart Sellers",,,,0
0,0,0,0,1,1,0,0,0,0,0,404,0.5278421272660386,53.48223891689161,0.0684488119718436,3.8135114997009176,2.789205086940327,416,59,294,0,0,9,0.0238962499291226,0.001601866790914,0.0002271878381344,3.465577191881308e-05,0.0011320885493478,0.0,0.0,30,3,3,1,0,0,2,0,0,0,0,0,0,0,0,2,Leadzy,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aston Martin DBC Concept - Full HD - Axlg,,,,0
0,0,0,0,0,0,0,0,0,0,0,10,0.5136362884141196,51.3068599870158,0.0963973058401045,3.519016261255208,2.9502513639993464,70,10,6,0,0,2,0.0702414550015678,0.0151482363124864,0.0021640337589266,0.0004328067517853,0.0012984202553559,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,Закладки Top Page,,,,0
0,1,0,0,0,0,0,0,0,0,0,0,0.118616931347412,122.49631083202512,0.1593417070160206,7.144155595732471,3.756633846567892,5,0,0,0,0,0,0.0055966580485125,0.0003924646781789,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NotionCn,,,,0
1,1,1,0,0,1,0,0,1,0,0,5,0.4425799618859177,39.82287711425613,0.0956456299340349,3.718805025815501,2.8770246363733647,16,1,2,0,0,0,0.0273077267436655,0.0006903693476009,4.3148084225060405e-05,0.0,8.629616845012081e-05,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_appName__,,,,0
0,0,0,0,1,1,0,0,0,0,0,4,0.3418575896428831,48.105,0.1039202851116444,3.967468527982052,3.262436634185762,48,19,18,0,0,0,0.0086002742116415,0.0342857142857142,0.0135714285714285,0.0,0.0128571428571428,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Webtime Tracker,,,,0
1,1,0,0,1,1,0,0,0,0,0,204,0.4913353356371173,57.511895259125545,0.0648233693596734,4.173452342140859,2.682348875683433,1864,54,157,0,0,7,0.0422557551912465,0.0029463508085867,8.535565647193459e-05,1.106462213525078e-05,0.0002481636678906,0.0,0.0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,7,Kudos: Put Your Cards to Work,,,,0
0,0,0,0,0,1,0,0,0,0,0,4,0.3427340913583072,28.615526802218117,0.0955298719402457,5.851514802442115,3.246469771772715,115,6,8,0,0,2,0.0794839304227623,0.0354282193468884,0.0018484288354898,0.0006161429451632,0.0024645717806531,0.0,0.0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,2,StatsHunters,,,,0
0,0,0,0,1,1,0,0,0,0,0,2,0.3429912023460411,25.23692307692308,0.0785923753665689,5.4375757575757575,2.8239493085120304,7,0,3,0,0,0,0.0351515151515151,0.0215384615384615,0.0,0.0,0.0092307692307692,0.0,0.0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2,Work Mode - Block ALL Social Media URL Block,,,,0
0,0,0,0,0,1,0,0,0,0,0,20,0.2910834157519715,107.36189797819296,0.0616835245647992,4.792424055474669,2.9554995192230487,46,3,9,0,0,2,0.0374848851269649,0.0025204098405566,0.0001643745548189,0.0001095830365459,0.0004931236644567,0.0,0.0,120,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,Emoji Keyboard by JoyPixels®,,,,0
0,0,0,0,0,1,0,1,0,0,0,6,0.4760733656478636,37.45418364446129,0.0975916885779553,3.8013700380850137,2.826950318725733,6,5,8,0,0,2,0.0657669401630754,0.0005685587036861,0.0004737989197384,0.0001895195678953,0.0007580782715815,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,店小宝-货源比价助手,,,,0
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Learn Italian - Molto Bene,,,,0
0,0,0,0,0,0,0,0,0,0,0,15,0.3757390316291104,45.83996394476994,0.1057793826029833,4.1574292544963045,2.940881789092656,30,3,11,0,0,0,0.0609872337765832,0.0012291555701233,0.0001229155570123,0.0,0.0004506903757118,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Document Preview Exporter for Google Drive,,,,0
0,0,0,0,0,0,0,0,0,0,0,110,0.4185014232638554,36.34940503371028,0.0911533735212991,4.469596736100404,2.974141605994325,667,27,128,0,0,3,0.093912983888534,0.0059720468810156,0.0002417470251685,2.6860780574283487e-05,0.0011460599711694,0.0,0.0,17,1,0,0,0,0,45,0,0,0,0,0,0,0,0,45,Boxel Golf,,,,0
0,1,0,0,0,0,0,0,0,0,0,34,0.3998889301145408,34.42586750788644,0.1182382018168543,3.8351687192328,3.006296881409306,221,20,29,0,0,0,0.0403401638646158,0.003748176791832,0.0003392015196228,0.0,0.000491842203453,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Economize! Adrenaline,,,,0
0,0,1,1,1,1,1,0,1,0,1,50,0.4572954429931906,39.54276739836956,0.0788576469982332,5.145719727891157,2.5307905242451687,225,33,74,0,1,7,0.0737306122448979,0.0040851898251538,0.0005991611743559,0.0001270947945603,0.001343573542495,1.8156399222906117e-05,0.0,12,0,0,4,0,5,31,0,0,0,0,0,0,0,0,30,Ads Killer,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,World is Your Oyster,,,,0
1,1,0,0,0,1,1,0,0,0,1,86,0.4824559313959028,34.77581607321501,0.0800003107069619,4.25654575889669,2.975046733321718,96,15,36,0,0,9,0.0463444871655707,0.0017785023528104,0.0002778909926266,0.0001667345955759,0.0006669383823039,0.0,0.0,17,0,0,5,2,3,37,0,0,0,1,0,0,2,0,37,__MSG_extentionTitle__,,,,0
0,1,0,0,1,1,0,0,0,0,0,28,0.3983345412592998,38.618165427090375,0.117426332634367,3.4623672230652502,3.171954817319115,200,8,40,0,0,3,0.0418721547799696,0.0090151002929907,0.0003606040117196,0.0001352265043948,0.0018030200585981,0.0,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,Email Signature & Email Tracker. MySignature,,,,0
0,0,0,0,0,0,0,0,0,0,0,1,0.3351028533510285,28.271844660194176,0.110484406104844,4.673846153846154,3.07781439539844,5,2,5,0,0,0,0.04,0.0485436893203883,0.0194174757281553,0.0,0.0485436893203883,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Dice Thrower,,,,0
0,1,0,0,0,1,0,0,0,0,0,44,0.4531742570839352,36.03398099083186,0.1016620788022494,3.852331371661385,3.046182655028248,12,4,49,0,0,0,0.07324581258488,0.0010093363613424,0.0003364454537808,0.0,0.0041214568088148,0.0,0.0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Repeek (formerly FACEIT Enhancer),,,,0
0,0,1,0,1,1,0,0,0,0,0,7,0.4068137859267721,40.54887218045113,0.1252078408306846,3.393376335804371,3.1614779949149208,97,15,21,0,1,1,0.0584865697506498,0.0227913533834586,0.0035244360902255,0.000234962406015,0.0049342105263157,0.000234962406015,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hamatata.com Helper,,,,0
0,0,1,0,1,1,1,0,0,0,1,32,0.3644333755756367,41.62610096670248,0.1102800207855359,4.722819342149178,2.995183960381397,217,106,56,0,0,0,0.0317443858665655,0.0010134030728996,0.0004950263858403,0.0,0.0002615233736515,0.0,0.0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,8,Video DownloadHelper,,,,0
0,1,0,0,0,1,1,0,0,0,0,23,0.305497659840542,37.83688524590164,0.0762253518154044,7.574047859791035,3.5593096120038346,147,14,46,0,0,0,0.061071789686552,0.0301229508196721,0.0028688524590163,0.0,0.0094262295081967,0.0,0.0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,8,Push Go for Pushbullet,,,,0
0,0,0,0,1,1,0,0,0,0,0,48,0.5304301747533919,53.76121097902774,0.0907934916748696,3.681510704490565,2.339346419365041,266,34,59,0,0,0,0.0620522739367145,0.0064269836667633,0.0008214941528945,0.0,0.0014255339711993,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,,0
0,0,0,0,1,0,0,0,0,0,0,0,0.3044524669073405,14.923371647509578,0.1140794223826714,5.498771498771498,3.741057937761361,22,6,1,0,0,2,0.0515970515970515,0.0842911877394636,0.0229885057471264,0.0076628352490421,0.003831417624521,0.0,0.0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,BuiltWith Technology Profiler,,,,0
0,0,0,0,0,1,0,0,0,0,0,237,0.5278791231966466,49.88857933306911,0.0785942186101495,3.6138184167147673,2.319393203746328,222,64,147,0,0,8,0.0483542352364288,0.0008626116149488,0.0002486808259311,3.108510324139914e-05,0.0005711887720607,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,__MSG_name__,,,,0
0,0,1,0,1,1,0,0,0,0,1,83,0.4647773667614472,40.02575009878017,0.0953796728062287,3.627991386538908,2.826681430952935,1785,27,167,0,2,0,0.0457245660791824,0.0150061790148884,0.0002269842203932,0.0,0.0014039394372472,1.6813645955057123e-05,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,__MSG_extName__,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noteflight,,,,0
0,0,0,0,1,1,1,0,0,0,1,536,0.4907713955179235,54.767739760985336,0.0692800356274305,5.7038392264997935,2.7303286143287653,2354,123,682,0,0,4,0.0383388328084527,0.0022668836609111,0.0001184480417553,3.851968837572104e-06,0.000656760686806,0.0,0.0,150,1,0,0,2,0,14,0,0,0,0,0,0,0,0,14,Apollo.io: Free B2B Phone Number & Email Finder,,,,0
0,0,0,0,0,1,0,1,0,0,0,98,0.3750086522370352,38.48185083161896,0.0777366653157953,4.7738414665515805,3.1581576026121385,1013,8,155,0,0,4,0.0423262699995998,0.0044152515778095,3.486871927194114e-05,1.743435963597057e-05,0.0006755814358938,0.0,0.0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Any.do,,,,0
0,0,0,0,0,1,0,0,0,0,0,5,0.4016498883633763,42.89059947216288,0.0573502283199815,4.584275333872764,2.742870189329809,14,3,7,0,0,0,0.0300585629251019,0.0004398642704536,9.425662938293326e-05,0.0,0.0002199321352268,0.0,0.0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_appName__,,,,0
0,1,0,0,0,1,0,0,0,0,0,18,0.4426036027963575,46.84151466756325,0.0921444245909387,3.795279751828205,2.6837630744294976,191,16,82,0,0,0,0.0413290252726194,0.0040136168782045,0.0003362192149281,0.0,0.0017231234765066,0.0,0.0,1,0,0,9,0,0,6,0,0,0,0,0,0,0,0,6,mtab,,,,0
0,0,1,0,1,1,0,0,0,0,0,97,0.362735603700292,42.42427559782423,0.075631990757345,6.445919911168341,3.091716703675575,498,18,125,0,0,2,0.0538972797766405,0.0021295884506174,7.69730765283432e-05,8.552564058704799e-06,0.000534535253669,0.0,0.0,4,28,0,0,0,0,5,0,0,0,0,0,0,0,0,5,__MSG_extensionName__,,,,0
0,1,0,0,0,1,1,0,0,0,0,67,0.4483430876863408,36.07539368228866,0.0853446443514492,4.111188471144708,2.9581181340298066,163,8,53,0,0,6,0.0492562385341378,0.002188242559304,0.0001073984078186,8.054880586395307e-05,0.0007115144517982,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,__MSG_APP_NAME__,,,,0
0,0,0,0,0,1,0,0,0,0,0,0,0.2856506734943783,27.90032154340836,0.1055326728264499,5.536772777167947,3.395326287520404,0,0,0,0,0,0,0.0197585071350164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,__MSG_appName__,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.4204009050789581,23.306576680068925,0.1244660802164627,3.376040443241587,3.213928327209237,66,11,14,0,0,0,0.0537200633202267,0.0094773118897185,0.0015795519816197,0.0,0.0020103388856978,0.0,0.0,1,0,0,10,0,1,2,0,0,0,0,0,0,0,0,2,InstaPDFPro,1.0,,,0
0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,Word Search Puzzle,,1.0,,0
0,1,0,0,0,1,1,0,0,0,1,2,0.5005120227294515,18.896672808063293,0.0909613825920987,3.749089823933154,2.6295490526532874,24,8,12,0,0,0,0.0557564905998209,0.0005202124200715,0.0001734041400238,0.0,0.0002601062100357,0.0,0.0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,__MSG_tool_name__,,,,0
0,0,0,0,0,1,0,0,0,0,0,424,0.3525076475538899,42.93867723530942,0.0750779431689032,4.228484611291649,3.07847421921351,1138,235,324,0,0,14,0.0602275508962638,0.0042913114142095,0.000886167119806,5.2792934796954605e-05,0.001221779348158,0.0,0.0,87,1,6,120,0,6,318,3,0,0,7,0,1,0,0,309,__MSG_lngTitle__,,,,0
0,0,0,0,0,1,0,0,0,0,0,30,0.5814579858236053,63.30732474964235,0.0772720740329756,3.918703561589057,2.545062331167698,158,18,51,0,0,0,0.062084498428408,0.0022603719599427,0.0002575107296137,0.0,0.0007296137339055,0.0,0.0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,,0
1,1,1,0,1,1,0,0,0,0,0,80,0.4542162743042037,36.9404300457801,0.0870753307339337,4.633240723973275,2.9846398984113014,160,47,32,0,4,3,0.0740318906605922,0.0012761002376736,0.0003748544448166,2.39268794563813e-05,0.0002552200475347,3.190250594184173e-05,0.0,6,0,0,5,3,0,68,0,0,0,0,0,0,0,0,61,__MSG_extensionName__,,,,0
0,1,0,0,1,1,0,0,0,0,0,17,0.3673815387596306,36.324578932343705,0.0965000841325929,4.5603702469167455,3.1675466177882807,200,27,10,0,0,1,0.0828568498243634,0.0095156532495955,0.0012846131886954,4.7578266247977927e-05,0.0004757826624797,0.0,0.0,15,0,1,11,0,2,9,0,0,0,0,0,0,0,0,9,Capital Koala,,,,0
0,0,0,0,1,1,0,0,0,0,0,34,0.2803769842834592,72.31443102660333,0.0393755280486354,6.048691873116454,3.5071332141444467,111,6,51,0,0,1,0.0220173283675473,0.0003843011258984,2.0773033832347767e-05,3.462172305391295e-06,0.0001765707875749,0.0,0.0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Record, Transcribe & ChatGPT for Google Meet",,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.2321547698465643,42.66504854368932,0.1000667111407605,5.2782874617737,3.2494948846394034,5,3,4,0,0,0,0.0275229357798165,0.0242718446601941,0.0145631067961165,0.0,0.0194174757281553,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JSON Formatter,,,,0
1,1,0,0,1,0,0,0,0,0,1,53,0.3934601178036456,35.30422395200014,0.1019784870945059,4.429807819810946,2.806704315589552,165,20,55,0,0,14,0.0715111102691848,0.0014644927086014,0.0001775142677092,0.0001242599873964,0.0004881642362004,0.0,0.0,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,__MSG_appName__,,,,0
0,0,0,0,1,1,0,0,0,0,1,1,0.2346458215365917,27.444619010212097,0.065283743284489,5.840140164330594,4.030797386948313,26,4,14,0,0,0,0.0731029482841952,0.0102120974076983,0.0015710919088766,0.0,0.0054988216810683,0.0,0.0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,__MSG__pluginName__,,,,0
0,0,0,0,0,0,0,0,0,0,1,481,0.4369138495636459,66.34419484151739,0.0709560585448748,3.642610030613335,2.873416072441555,1958,387,659,0,0,14,0.0450331404653976,0.0029222048767092,0.0005775757340584,2.089421260159811e-05,0.0009835204360323,0.0,0.0,10,2,0,2,0,0,17,0,0,0,0,0,0,0,0,17,__MSG_extName__,,,,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lavender Blossom,,,,0
0,0,0,0,0,1,0,0,0,0,0,7,0.3992844978620698,47.65871833084948,0.1259908601952928,3.362731079562864,3.262776047701844,75,14,22,0,1,1,0.0538249412725972,0.022354694485842,0.0041728763040238,0.0002980625931445,0.0065573770491803,0.0002980625931445,0.0,14,0,0,1,0,0,4,0,0,0,1,0,0,0,0,4,グランブルーファンタジー[ChromeApps版],,,,0
0,0,0,0,0,1,0,0,0,0,0,7,0.4691292982918279,18.137650252035677,0.1097647464083807,3.5329353233830845,3.013245088719962,18,3,3,0,0,0,0.0382089552238806,0.0069794493989918,0.0011632415664986,0.0,0.0011632415664986,0.0,0.0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,2,Content Control,,,,0
